n,o,l
tarragona,1.0175157,0.0
almeria,2.5296614,0.0
guadalajara,26.381113,6.0
lleida,2.3752322,0.0
araba/alava,0.14642444,0.0
bizkaia,0.14714438,0.0
granada,10.520523,0.0
burgos,31.257065,55.0
alicante,23.373146,29.0
valladolid,11.916321,42.0
cuenca,39.40765,116.0
cordoba,3.3942347,0.0
jaen,7.6308827,0.0
malaga,14.1918125,0.0
valencia,45.48133,25.0
toledo,29.310041,21.0
avila,11.863269,9.0
barcelona,45.291264,0.0
zamora,3.6512446,28.0
ciudad_real,24.239803,34.0
palencia,4.188455,12.0
castellon,20.93866,2.0
leon,12.795673,2.0
girona,4.686809,0.0
caceres,2.8769147,0.0
gipuzkoa,0.14716196,0.0
cadiz,4.3367124,0.0
badajoz,2.5560596,0.0
albacete,21.330994,5.0
sevilla,6.0149918,0.0
salamanca,14.823857,7.0
soria,18.875156,12.0
huelva,1.8590856,0.0
segovia,12.835014,12.0
