n,o,l
tarragona,13.407351,16.0
almeria,7.0420413,6.0
guadalajara,47.050014,32.0
lleida,49.931248,27.0
araba/alava,35.321777,140.0
bizkaia,204.7928,222.0
granada,27.880253,32.0
burgos,56.013847,42.0
alicante,71.64677,11.0
valladolid,149.34346,49.0
cuenca,66.99525,47.0
cordoba,17.500444,1.0
jaen,27.452236,8.0
malaga,51.612514,17.0
valencia,120.91252,24.0
toledo,199.12505,94.0
avila,36.399185,64.0
barcelona,1165.4707,268.0
zamora,36.023144,3.0
ciudad_real,186.55608,88.0
palencia,7.4157724,36.0
castellon,36.79906,5.0
leon,129.8369,27.0
girona,0.27313167,87.0
caceres,89.208565,4.0
gipuzkoa,49.13299,30.0
cadiz,26.277218,11.0
badajoz,20.396362,3.0
albacete,49.454166,30.0
sevilla,45.250385,12.0
salamanca,43.219265,42.0
soria,59.398335,66.0
huelva,5.1554317,3.0
segovia,85.09739,15.0
