n,o,l
tarragona,7.252051,0.0
almeria,10.353094,3.0
guadalajara,27.59192,7.0
lleida,14.472311,0.0
araba/alava,23.953518,0.0
bizkaia,41.85124,0.0
granada,44.61198,12.0
burgos,78.19302,29.0
alicante,55.895424,135.0
valladolid,50.378105,0.0
cuenca,43.39922,126.0
cordoba,13.280663,1.0
jaen,12.114945,15.0
malaga,45.6138,16.0
valencia,70.84594,135.0
toledo,51.29227,103.0
avila,32.68191,30.0
barcelona,286.06265,55.0
zamora,11.701953,19.0
ciudad_real,77.68226,51.0
palencia,24.715504,4.0
castellon,34.022526,35.0
leon,43.009495,35.0
girona,49.286472,0.0
caceres,10.713616,3.0
gipuzkoa,8.390453,0.0
cadiz,12.906254,5.0
badajoz,3.609546,17.0
albacete,53.564617,97.0
sevilla,16.191189,40.0
salamanca,51.77732,86.0
soria,24.064823,32.0
huelva,6.038233,0.0
segovia,31.898117,26.0
