n,o,l
oise,59.104626,11.0
meurthe_et_moselle,4.6211543,4.0
alpes_maritimes,6.167531,5.0
marne,13.925904,4.0
loire,0.10742968,0.0
ain,9.777015,5.0
pyrenees_atlantiques,2.2548113,18.0
var,23.46591,5.0
aude,9.190433,3.0
ardennes,1.2099389,4.0
loir_et_cher,0.272152,0.0
somme,19.715914,14.0
hautes_pyrenees,5.376038,1.0
haute_garonne,6.051029,1.0
bouches_du_rhone,17.56776,9.0
bas_rhin,129.38185,34.0
cantal,0.0,2.0
landes,0.28929973,0.0
rhone,17.066896,10.0
calvados,3.9627678,0.0
cote_d'or,2.8649192,1.0
eure_et_loir,32.738697,7.0
meuse,3.3324256,3.0
indre_et_loire,3.0994947,0.0
aube,21.15969,10.0
indre,13.937942,17.0
val_de_marne,80.01796,38.0
haute_marne,0.30425945,1.0
herault,31.95043,21.0
gard,9.619309,5.0
paris,120.65214,35.0
haute_vienne,1.199542,6.0
ardeche,1.9054931,0.0
vaucluse,4.7908726,0.0
drome,2.235402,0.0
pas_de_calais,20.313047,17.0
loiret,17.890808,2.0
yvelines,41.455948,18.0
jura,3.2426238,5.0
tarn_et_garonne,11.042583,1.0
manche,2.333095,0.0
territoire_de_belfort,5.9581876,3.0
eure,29.207512,8.0
val_d'oise,46.855145,28.0
pyrenees_orientales,0.56929326,3.0
hauts_de_seine,101.84409,21.0
moselle,57.972645,25.0
isere,72.8697,0.0
essonne,1.6013703,64.0
nievre,5.8768125,7.0
vosges,21.965532,0.0
lot,0.17148945,0.0
haute_saone,6.2437563,5.0
seine_maritime,14.916227,7.0
dordogne,0.099317566,0.0
alpes_de_haute_provence,0.05500521,2.0
puy_de_dome,8.103427,2.0
haut_rhin,52.893353,8.0
charente_maritime,2.822347,2.0
vienne,0.06997104,0.0
nord,19.543356,16.0
saone_et_loire,12.183975,3.0
haute_loire,0.012011129,1.0
charente,0.9503422,0.0
loire_atlantique,0.72353035,0.0
aisne,0.022792075,0.0
tarn,24.741701,15.0
gironde,0.1998117,1.0
cher,13.834538,9.0
mayenne,19.289572,7.0
doubs,0.0,2.0
seine_et_marne,9.099203,9.0
correze,69.32726,38.0
gers,0.6146454,0.0
orne,3.2002308,4.0
maine_et_loire,1.1542352,1.0
seine_saint_denis,94.16387,82.0
yonne,0.7875536,1.0
lot_et_garonne,0.15794216,0.0
haute_savoie,16.854153,5.0
savoie,0.0,0.0
