n,o,l
E08000016,10.159777,15.0
E09000001,2.6463513,0.0
E06000051,11.1938095,21.0
E06000039,12.497238,10.0
E09000005,46.601147,28.0
E09000020,16.541061,8.0
E08000001,29.156242,26.0
E06000004,16.892166,2.0
E08000012,63.671825,34.0
E09000010,31.433167,30.0
E09000002,20.36103,9.0
E08000022,22.043932,12.0
E08000031,18.131882,27.0
E10000013,44.27882,26.0
E08000032,34.103703,32.0
E08000035,54.7124,50.0
E08000003,57.999004,15.0
E06000035,31.353569,25.0
E06000042,20.279514,13.0
E06000008,12.972195,5.0
E06000059,12.122034,9.0
E06000015,7.93308,11.0
E06000011,19.475018,13.0
E08000024,56.259197,38.0
E06000003,12.857628,6.0
E06000024,6.588303,18.0
E06000049,30.861103,31.0
E08000037,37.538322,20.0
E10000015,89.51548,48.0
E06000016,26.548162,11.0
E10000016,117.57178,182.0
E08000017,6.4493747,19.0
E06000018,21.599869,21.0
E08000002,25.233053,31.0
E06000050,34.978703,31.0
E06000045,14.66021,20.0
E10000027,15.069095,34.0
E09000017,29.518784,19.0
E06000001,11.410032,26.0
E10000031,41.93974,0.0
E10000006,82.143326,31.0
E10000030,94.77882,62.0
E08000019,61.36705,38.0
E06000055,16.364851,16.0
E10000020,48.603283,55.0
E10000003,26.07681,26.0
E06000044,10.453056,8.0
E09000004,30.98183,10.0
E10000019,32.72626,22.0
E06000020,12.511826,10.0
E09000029,26.211863,15.0
E06000012,4.682182,9.0
E09000015,30.900452,18.0
E06000030,14.501141,11.0
E10000018,27.110044,34.0
E10000012,96.847374,45.0
E09000008,54.18031,19.0
E06000054,14.975532,9.0
E08000015,52.97434,30.0
E08000008,19.524984,11.0
E06000006,18.865334,10.0
E06000052,18.2445,14.0
E09000023,42.85729,27.0
E08000009,25.28334,11.0
E10000025,68.968376,47.0
E06000007,31.162468,13.0
E08000036,26.245213,12.0
E09000021,12.5456295,4.0
E09000009,18.331059,9.0
E08000004,37.29643,17.0
E08000005,33.631145,20.0
E08000027,21.377747,16.0
E09000016,23.669195,20.0
E08000014,31.640358,8.0
E10000024,40.865242,25.0
E06000022,37.19021,41.0
E08000023,8.820625,6.0
E09000018,21.3651,24.0
E06000037,24.975655,11.0
E08000007,5.718182,10.0
E08000010,36.681377,20.0
E06000040,31.603725,38.0
E10000011,6.0521927,7.0
E06000036,22.556465,20.0
E10000014,4.1574664,6.0
E06000046,106.874214,86.0
E10000034,4.8897195,1.0
E08000021,39.723732,50.0
E08000034,39.18635,17.0
E06000027,26.210693,11.0
E06000032,5.433828,16.0
E06000026,30.01238,7.0
E10000028,9.120722,24.0
E10000032,52.589146,47.0
E06000033,18.760796,1.0
E06000013,51.948692,41.0
E09000022,4.9293394,19.0
E08000026,40.691177,10.0
E09000027,23.287302,20.0
E08000013,11.881865,5.0
E06000041,31.206768,22.0
E06000047,5.6034274,27.0
E06000017,62.184036,39.0
E10000021,4.5257983,0.0
E08000025,43.568382,15.0
E10000008,86.69925,93.0
E08000018,24.018784,31.0
E06000005,16.761806,21.0
E10000017,15.8929405,7.0
E06000009,115.660645,82.0
E08000030,10.493159,20.0
E06000057,35.296215,34.0
E06000038,30.067648,25.0
E10000007,11.060858,19.0
E10000023,14.6180935,38.0
E06000031,32.26538,20.0
E08000033,9.655335,11.0
E06000043,9.959299,8.0
E09000003,14.658779,15.0
E06000014,50.075794,14.0
E10000029,11.41395,12.0
E10000002,31.925339,31.0
E09000006,31.333546,29.0
E08000011,24.69241,26.0
E06000021,6.8268247,16.0
E09000026,36.558613,9.0
E06000056,20.996712,22.0
E06000002,24.368841,17.0
E06000034,38.222652,22.0
