n,o,l
tarragona,10.683577,0.0
almeria,5.6515207,3.0
guadalajara,39.718197,7.0
lleida,10.586733,0.0
araba/alava,37.685585,0.0
bizkaia,95.77995,0.0
granada,49.48743,12.0
burgos,15.414985,29.0
alicante,38.066284,135.0
valladolid,71.72477,0.0
cuenca,38.41132,126.0
cordoba,11.6951,1.0
jaen,12.314904,15.0
malaga,52.667656,16.0
valencia,73.08411,135.0
toledo,73.072,103.0
avila,33.493332,30.0
barcelona,331.36316,55.0
zamora,7.2143784,19.0
ciudad_real,129.04488,51.0
palencia,34.42697,4.0
castellon,49.648766,35.0
leon,71.699814,35.0
girona,67.15374,0.0
caceres,12.777847,3.0
gipuzkoa,24.448334,0.0
cadiz,8.666521,5.0
badajoz,5.972604,17.0
albacete,54.14917,97.0
sevilla,18.464102,40.0
salamanca,59.71987,86.0
soria,28.85551,32.0
huelva,4.1844006,0.0
segovia,26.662144,26.0
