0.25283,54.70798,13.50258,18.79822,8.09103,1.39954,41.29810,2.41398,18.60696,3.39762,27.78580,1.84018,37.96052,13.33088,50.86486,20.51535,102.23336,10.72821,2.77495,0.53788,2.38032,1.76388,16.74695,0.95240,15.64194,56.89366,10.22916,61.03867,0.15301,46.42938,4.80274,2.58810,16.00576,40.37074,17.61446,14.49678,5.58854,57.68122,1.72531,2.08374,16.55014,0.19544,1.13057,10.11060,4.25785,3.76232,15.57155,5.69995,19.49009,10.86074,9.40299,37.46980,7.87934,2.11473,7.91176,236.00047,27.88248,25.18874,39.13860,1.00786,1.22155,29.27065,3.63705,30.08439,49.38768,2.35523,13.69905,25.38694,32.23943,8.57746,5.88914,4.32798,1.02332,5.72078,0.47300,6.54900,0.59170,48.53245,0.72425,10.98999,65.21783,11.95170,6.95874,4.98036,22.03670,3.94151,4.09931,18.72717,1.96722,2.29827,1.82064,237.73421,0.25289,42.35980,34.77721,17.11552,4.19713,46.90091,25.02948,5.43144,14.22645,52.71848,0.35491,31.25139,3.06898
0.25685,51.27375,10.71656,16.84912,7.80018,1.48871,31.48273,2.55247,17.58381,3.82068,21.28230,1.46677,35.90567,12.38193,48.26380,20.12094,99.50639,9.86064,2.15810,0.50428,1.81756,1.38347,13.59559,1.08336,14.33774,52.16911,9.99910,46.17831,0.07276,40.14454,4.01290,2.62949,15.67533,36.36439,15.42433,12.94697,5.62211,39.30655,1.52342,2.45306,15.02907,0.10277,0.87140,10.05198,3.49270,3.58549,13.44053,6.97882,19.40325,13.20638,8.97754,35.25133,6.57348,2.20425,6.40779,209.78442,24.88072,21.82337,38.40703,0.92447,1.06651,28.36998,3.44506,30.50968,45.40881,2.12797,13.33451,20.88243,29.75441,6.88528,5.49710,4.38278,0.77637,6.14336,0.38025,5.91994,0.49382,46.51788,0.70366,11.05384,60.10438,7.42403,6.16340,4.98069,16.68021,3.56214,3.25572,17.26310,1.96414,2.19579,1.46817,220.03339,0.25723,42.61543,30.63474,16.84982,3.47692,41.32172,21.71761,4.98727,15.04846,49.80298,0.30572,30.95602,2.82393
0.21258,24.69926,6.51213,4.27181,6.22542,0.53856,20.02426,0.95683,11.07986,2.26719,11.40736,0.31596,20.73650,6.80613,27.22504,12.46585,42.26746,6.65664,1.25634,0.48689,1.14115,1.10810,8.66503,0.40965,8.07161,27.98833,4.68012,36.45638,0.00000,25.92531,1.85081,1.77139,7.24674,18.90478,7.55256,10.15292,2.80530,41.20186,1.36796,1.76849,13.16095,0.08701,0.81288,5.18959,1.62988,1.42586,9.54077,2.35497,7.91715,7.63818,4.13498,15.17911,4.26882,0.69711,2.65138,124.97496,14.26242,14.97878,18.40027,0.26252,1.36973,16.24117,1.82628,20.56522,25.06997,0.73557,8.63206,13.07197,17.31591,6.71522,2.98893,2.09338,0.31477,2.90585,0.17765,6.20531,0.53919,22.09266,0.24169,7.82163,33.08597,3.35810,4.33857,2.07022,12.86474,1.02081,1.42137,10.19032,1.03856,1.59022,0.29764,109.21970,0.21271,23.63177,10.01591,7.35566,2.13768,23.22343,14.13662,3.39988,5.84778,23.26402,0.06593,13.80243,1.07273
0.25764,41.25982,10.48106,18.13924,8.52163,1.43059,30.52494,2.08669,14.68063,3.22769,17.95562,1.19091,27.93743,10.94209,40.24242,20.18495,87.26631,9.88872,1.99154,0.57063,1.78260,1.57253,9.87802,1.06130,8.77341,50.94228,9.68068,43.09322,0.06497,40.55647,3.62116,2.08694,12.83879,35.27086,11.59947,12.83645,4.54450,46.22222,0.78117,1.58814,17.92442,0.09141,1.02164,10.07519,3.55730,3.15568,13.95679,5.86119,15.69264,10.74808,7.10044,34.75307,5.70364,1.48491,6.02166,176.75436,24.09776,18.43189,39.86256,0.95590,0.84465,27.09150,3.17706,26.24566,41.63151,2.05766,12.46506,17.40092,24.55070,6.55772,4.46151,4.36809,0.35567,5.93041,0.27703,6.41553,0.78364,47.00729,0.45294,8.59953,60.12517,4.06867,5.40297,5.38079,11.92567,3.23699,2.60781,17.64223,1.82659,1.87410,1.14665,196.24460,0.25792,37.40771,28.23995,15.64737,3.12717,42.12967,15.27650,4.77820,13.25851,44.67308,0.24835,31.10585,2.05116
5.45314,25.69993,8.78606,6.52203,4.86089,5.35707,24.13326,5.96053,17.41607,7.17374,16.92672,5.77002,24.94930,13.77258,23.65714,8.60681,42.47097,8.94529,6.61482,6.18963,6.52291,6.11475,18.18932,5.42064,13.08847,25.78768,6.84003,36.56116,5.78243,15.11348,5.81800,7.80877,10.05183,18.40398,17.01092,6.16788,8.68480,36.08795,9.70936,5.75595,7.36877,6.12307,5.54468,9.89790,6.20317,8.12957,9.11337,4.30035,13.47363,7.96934,8.38859,14.22146,7.92832,5.46764,8.83282,108.54715,11.77149,15.56143,18.15692,6.04508,7.39808,11.39129,7.13842,24.27477,26.44151,6.65971,8.44159,18.34949,24.98174,7.31149,9.05169,6.83788,6.49822,6.09027,6.43769,5.17986,3.75906,22.78726,7.34710,14.54223,21.96948,15.93593,7.59994,6.54365,16.85235,6.83162,6.08540,13.82668,6.88248,7.21888,6.74293,103.49252,5.47093,21.64553,13.94908,7.27437,8.21525,16.15183,21.54742,6.85769,9.99203,26.98381,5.68397,16.40516,6.16251
0.13849,42.04150,9.37683,17.60132,5.95382,1.37396,32.61814,1.91557,14.00129,2.90413,19.42994,1.09371,26.60415,10.34937,38.57965,16.48001,83.90628,8.56367,1.60691,0.30766,1.32327,1.28430,12.05715,0.95250,11.32660,50.46283,8.85191,40.11972,0.01289,31.24619,3.24214,2.49554,13.44311,33.82911,13.18792,9.76779,4.59342,34.39584,1.42772,0.89584,12.28475,0.05462,0.70751,9.75029,2.93342,3.14139,10.64407,6.44835,16.51659,10.87220,7.19412,32.81730,5.28612,2.06134,6.17991,172.07187,20.58936,15.85210,38.75258,0.87729,1.02405,23.31694,2.87932,27.35308,41.20743,1.97512,10.21060,18.01469,24.02529,5.38605,4.94334,4.41740,0.57603,5.62105,0.32806,4.71880,0.50693,45.15516,0.68430,8.92215,51.30241,8.07562,5.09745,4.64806,14.05788,3.15970,3.44114,17.12839,1.83155,1.77956,1.25872,183.60867,0.13879,35.92654,28.50661,14.48906,3.19159,36.50368,16.12907,3.65048,14.53871,43.40773,0.20598,31.59132,2.59783
4.21299,39.88065,11.79878,11.54564,9.20432,4.97013,29.32625,5.79416,18.90823,7.21617,21.45126,5.10653,33.35355,14.42236,38.62396,16.24698,74.74686,10.91379,5.62749,4.70394,5.28157,5.09821,16.22028,4.75930,16.64331,41.68739,9.82677,42.33275,4.18078,31.39358,7.10603,5.89267,14.98185,30.98187,17.13894,12.78766,7.74740,44.62441,6.12118,5.52193,15.53590,4.22998,4.65686,10.36148,6.50534,6.90105,14.09556,6.44889,18.91539,10.92645,10.46782,25.97582,8.64942,5.24540,8.60932,180.00414,20.97752,20.85862,30.55508,4.57675,4.85078,21.47069,6.56894,26.38553,38.97902,5.60527,13.63880,21.05993,29.29048,9.37855,8.28264,6.54249,4.59376,7.62947,4.56425,7.38583,4.30112,35.02340,5.03036,13.48356,44.91836,12.09871,8.37392,7.67975,19.43983,6.29691,5.87171,17.03738,5.41155,5.82680,5.22136,173.31221,4.21455,34.37704,24.47641,13.90184,6.86270,32.82867,23.72492,7.66114,13.86111,40.35111,4.22541,24.31570,5.97230
0.18784,44.89454,12.37199,13.15147,8.72040,1.01134,38.33713,1.80511,20.31760,2.59254,23.22255,1.21911,38.71729,13.03892,49.43691,21.37856,92.78500,11.74938,2.21966,0.53543,1.96591,1.68694,15.28080,0.81810,13.98205,51.86687,8.75172,61.90095,0.00000,44.85322,4.15187,2.72690,14.76652,35.49666,15.02246,15.75863,4.92390,66.42088,2.25740,2.11540,17.96914,0.07384,1.36525,9.38193,3.51639,3.10466,16.72737,5.32333,16.98406,12.39683,8.18939,31.92863,7.70252,1.46304,6.37346,218.73376,26.59093,26.43909,30.26170,0.72798,1.72014,27.87074,3.40673,31.70814,45.98017,1.62991,13.29262,23.73484,30.45890,9.72716,5.59501,4.07241,0.63369,5.84504,0.29373,8.44646,0.55446,42.83970,0.57822,12.75931,60.02030,7.30225,6.89107,4.39360,20.35696,3.10154,3.02692,17.84405,1.50525,2.29663,1.29305,208.01868,0.18798,44.41518,26.08475,15.30725,3.58233,42.87614,21.21467,5.79881,13.23010,46.17505,0.12960,28.02050,2.70250
5.15572,38.89962,11.66528,9.88069,7.24476,5.38162,26.82285,5.92497,16.73712,6.08451,22.34266,5.96340,28.38268,11.46735,40.46402,14.34131,68.37132,10.87669,5.95928,5.23418,6.12285,5.68389,15.40966,5.19283,18.59537,34.49050,10.00511,34.75417,5.32290,24.98590,7.89676,7.27421,15.00180,25.59814,15.94353,11.72888,8.58928,40.00341,7.21570,5.36432,12.28259,5.48860,5.70615,10.10773,6.54170,6.96332,12.10316,8.20569,16.90421,13.37375,10.33251,20.59377,10.65953,6.22786,8.65729,143.91429,17.64570,17.18039,24.70559,5.63109,6.78006,20.63946,6.85714,28.95575,31.14853,6.25043,11.97582,21.32486,20.94373,10.70323,9.49613,7.44585,5.67107,8.58937,5.46981,7.07440,4.35401,30.57480,5.92699,14.63704,37.66875,10.79438,9.72884,6.63196,19.41667,7.17418,6.91129,10.76501,6.03126,6.92106,6.14569,144.97200,5.15924,31.84025,24.36771,13.48195,7.05355,25.91532,22.52359,7.16243,13.91228,31.47984,5.46687,21.46752,6.70583
0.10263,38.20113,8.22054,8.46452,5.98844,1.04423,21.36690,1.89022,12.42119,2.48273,17.70839,0.89485,27.11369,6.94483,39.09714,13.21913,68.10506,6.00944,1.59130,0.29856,1.08879,0.89968,8.88471,0.86000,11.58037,33.39468,6.01817,31.95471,0.00445,26.33059,2.99312,2.08489,12.37050,25.58618,10.29301,9.67722,3.48723,18.57554,1.38896,2.02096,11.75319,0.07305,0.42433,6.44000,2.74565,1.97692,7.12847,6.20323,14.33773,10.49857,6.91586,21.73946,5.24902,1.75695,4.77472,157.77870,16.80210,15.01013,24.08265,0.22493,1.08206,21.43835,2.22207,20.97596,32.65846,1.25985,10.67614,16.53461,19.62947,5.80982,4.31623,2.90593,0.50193,4.69041,0.28080,3.12070,0.48667,24.93952,0.59157,8.59832,43.83640,5.30013,5.18473,3.35477,6.06747,2.30715,2.31883,9.01697,1.14295,1.71026,0.92378,155.94884,0.10281,31.13764,22.83541,13.13890,2.10566,29.07260,14.77545,3.05163,11.04210,34.09136,0.20672,17.99503,2.13709
